TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
37,190079,7,89539700118,1,PRODUCE,2008
36,112376,1,74677530405,1,TOYS,3104
36,83084,4,4282333996,1,CELEBRATION,6
5,120791,3,7385200938,2,IMPULSE MERCHANDISE,323
36,5209,5,5340026014,1,FROZEN FOODS,4063
3,83042,4,68113189617,1,FINANCIAL SERVICES,0
37,170233,4,4046,1,PRODUCE,5620
38,145810,7,4240022875,1,GROCERY DRY GOODS,3630
5,124805,4,68113107413,1,PHARMACY OTC,403
38,149830,7,7874236925,1,DAIRY,1341
37,24076,1,1380003052,1,FROZEN FOODS,6502
38,24946,1,7342000006,1,DAIRY,1353
3,28747,2,83032400526,1,IMPULSE MERCHANDISE,1749
36,133134,5,8.81E+11,2,SLEEPWEAR/FOUNDATIONS,431
38,190024,7,1800065500,1,FROZEN FOODS,2113
38,124965,4,4142012512,1,"CANDY, TOBACCO, COOKIES",707
37,37341,3,3800012293,1,DSD GROCERY,3353
37,134817,5,7800023046,1,DSD GROCERY,2457
38,47803,5,1600014344,1,GROCERY DRY GOODS,3506
37,171340,4,7430000535,1,PHARMACY OTC,2041
5,180872,6,7453484500,1,FROZEN FOODS,1855
38,103044,7,7874205999,2,INFANT CONSUMABLE HARDLINES,719
38,168893,4,4011,1,PRODUCE,5501
36,148842,7,7124921764,1,BEAUTY,2230
37,58407,7,60538871461,1,DAIRY,9101
37,120187,3,4627,1,PRODUCE,8603
38,170243,4,5197417125,1,GROCERY DRY GOODS,1104
37,173043,5,2529300098,1,DAIRY,1511
37,185366,7,69922162117,1,COMM BREAD,3729
37,59815,7,4900006333,1,DAIRY,1405
37,79882,3,7874235186,1,DAIRY,1508
37,137460,6,20249200000,2,MEAT - FRESH & FROZEN,6021
37,13900,7,2900001629,1,DSD GROCERY,3560
38,159688,2,68113170008,2,PHARMACY OTC,2006
3,61337,7,60538812237,1,FINANCIAL SERVICES,277
37,108923,1,60538816263,1,SHOES,8962
37,123932,3,2682500012,1,GROCERY DRY GOODS,2351
37,131176,5,20169800000,1,MEAT - FRESH & FROZEN,6577
5,154573,1,4900005010,5,DSD GROCERY,9570
37,183776,6,7332100023,1,FROZEN FOODS,1855
38,58631,7,7432302964,2,DSD GROCERY,2704
37,136476,5,5040074013,1,COMM BREAD,3728
38,120137,3,60538871457,1,DAIRY,9100
37,140368,6,2970000123,1,GROCERY DRY GOODS,3033
38,148528,7,60538871457,1,DAIRY,9100
37,135146,5,7874207520,1,GROCERY DRY GOODS,2453
38,3769,5,7874207200,1,DSD GROCERY,4640
37,17277,7,4300095544,2,DSD GROCERY,4628
36,81401,4,72136601079,1,HOME DECOR,5565
37,178562,6,4900004579,10,DSD GROCERY,4611
38,22183,1,2900002076,1,DSD GROCERY,3561
38,41607,4,79487801200,1,PRODUCE,1006
37,190125,7,7874201189,1,HOUSEHOLD CHEMICALS/SUPP,1015
37,65610,1,3700034885,1,HOUSEHOLD PAPER GOODS,4005
38,37754,4,78889362865,1,BAKERY,5018
38,98601,6,2615691140,1,LAWN AND GARDEN,901
38,43041,4,8768400511,1,DSD GROCERY,4624
36,37214,3,3107,1,PRODUCE,103
36,148681,7,7301042110,1,PHARMACY OTC,264
37,40255,4,2880016305,1,GROCERY DRY GOODS,2839
37,101825,7,4470036000,1,PRE PACKED DELI,7651
37,146390,7,4856407003,1,COMM BREAD,3734
36,180038,6,7560900278,1,BEAUTY,4510
37,164554,3,2840042073,1,IMPULSE MERCHANDISE,808
36,43176,4,7502002999,1,PERSONAL CARE,7018
37,57355,7,4011,1,PRODUCE,5501
38,36412,3,2550020170,1,GROCERY DRY GOODS,3304
37,102713,7,75752800880,2,IMPULSE MERCHANDISE,808
36,54121,6,7459053895,1,PERSONAL CARE,7018
37,188560,7,3338365020,1,PRODUCE,7501
38,95909,6,4610000123,1,DAIRY,7960
37,53003,6,75752800879,1,IMPULSE MERCHANDISE,808
38,145874,7,2100060471,1,DAIRY,7958
36,33299,3,38137009213,1,PERSONAL CARE,602
38,158870,2,7278508134,1,BEAUTY,3300
38,188325,7,4400003039,1,DSD GROCERY,3713
38,39116,4,7874208857,1,FROZEN FOODS,2112
5,130378,4,4000042431,1,IMPULSE MERCHANDISE,100
36,631,5,68113106710,1,SERVICE DELI,4010
38,170506,4,7225001148,1,COMM BREAD,3701
37,66711,1,3663202884,1,DAIRY,1430
38,57921,7,68670004565,1,DSD GROCERY,3625
3,28032,2,68113176761,1,FINANCIAL SERVICES,283
37,138850,6,4191100841,1,HOUSEHOLD CHEMICALS/SUPP,7510
36,39242,4,7874204008,1,HOUSEHOLD PAPER GOODS,3011
38,19479,7,4062,1,PRODUCE,8104
38,42572,4,7874211211,1,DAIRY,9114
37,86193,4,7874235203,1,DAIRY,1515
36,158361,2,79319009014,1,PHARMACY OTC,713
38,123273,3,3338320027,1,PRODUCE,3601
38,146139,7,7432300244,1,COMM BREAD,3724
36,38228,4,68113109938,1,BEAUTY,6080
37,131771,5,82927450225,1,PETS AND SUPPLIES,3510
3,83557,4,68113176761,1,FINANCIAL SERVICES,283
38,127057,4,2100005376,2,DAIRY,7955
3,182375,6,60538812237,1,FINANCIAL SERVICES,277
37,32969,3,73246324756,1,DAIRY,1406
37,102746,7,1500007000,-1,INFANT CONSUMABLE HARDLINES,3156
5,152953,1,88941150117,2,PHARMACY OTC,601
38,138885,6,7874222375,1,COMM BREAD,3716
5,35440,3,30045044427,1,PHARMACY OTC,2011
37,1970,5,3338351003,1,PRODUCE,4132
5,3410,5,7874203952,1,HOUSEHOLD PAPER GOODS,110
38,101974,7,7874235191,1,DSD GROCERY,9208
38,114603,2,4060022199,1,DAIRY,1252
38,102911,7,7682804702,3,PERSONAL CARE,9110
3,16876,7,68113163351,1,FINANCIAL SERVICES,275
36,185358,7,3700085576,1,PERSONAL CARE,3122
38,105656,7,4900005010,2,DSD GROCERY,9570
37,144165,7,22763000000,1,MEAT - FRESH & FROZEN,1039
38,191337,7,22616800000,1,MEAT - FRESH & FROZEN,6405
37,55325,6,7874209945,2,DAIRY,7955
37,150296,1,2700038815,1,GROCERY DRY GOODS,2405
38,118953,3,2100061247,2,DAIRY,7974
37,127219,4,68113106990,2,PRODUCE,7147
38,164692,3,3800067300,2,FROZEN FOODS,2112
36,184280,6,68113110523,1,PERSONAL CARE,3064
37,7361,6,4611,1,PRODUCE,4060
38,167993,4,7585606105,1,FROZEN FOODS,1850
37,121301,3,7874202188,1,PERSONAL CARE,6106
36,116939,2,3700065499,1,PHARMACY OTC,250
5,125855,4,68113105854,1,PHARMACY OTC,713
5,3410,5,4656109274,1,LAWN AND GARDEN,1740
37,179321,6,7874235187,2,DAIRY,1508
37,8566,6,7800020616,1,DSD GROCERY,2403
38,17598,7,2620039290,1,IMPULSE MERCHANDISE,601
37,70614,2,7468309946,2,GROCERY DRY GOODS,2400
37,91460,5,4900002890,1,DSD GROCERY,9515
37,37797,4,7874208369,1,FROZEN FOODS,1750
37,52751,6,2500004811,1,DAIRY,1407
37,100148,7,3620001368,1,GROCERY DRY GOODS,2410
5,4534,5,35879000130,1,PHARMACY OTC,1541
36,157390,2,1070080727,1,IMPULSE MERCHANDISE,115
36,61539,7,63216911101,1,PERSONAL CARE,6103
37,103070,7,7442602000,3,COMM BREAD,3729
38,103044,7,7047040741,1,DAIRY,1345
37,138541,6,6414404306,2,GROCERY DRY GOODS,3005
36,155262,1,3700001212,1,PERSONAL CARE,5050
37,136654,5,4030,1,PRODUCE,5751
5,179713,6,31254717167,1,PHARMACY OTC,3513
38,185115,7,60538871457,1,DAIRY,9100
36,120435,3,8680087022,1,BEAUTY,6124
37,162319,3,3400004861,1,"CANDY, TOBACCO, COOKIES",79
38,24827,1,7874235201,1,DAIRY,1515
37,90801,5,4133500079,1,GROCERY DRY GOODS,2453
37,169891,4,7800021845,2,DSD GROCERY,9201
37,13599,7,3338365101,2,PRODUCE,7502
38,179356,6,70462459932,1,LADIESWEAR,9189
3,35747,3,60538819035,-1,FINANCIAL SERVICES,1000
37,99223,6,4046,1,PRODUCE,5620
3,78319,3,60538812237,1,FINANCIAL SERVICES,277
36,89665,5,4529907529,1,BOYS WEAR,616
37,54301,6,7680853557,1,GROCERY DRY GOODS,3855
36,142775,6,7502002999,1,PERSONAL CARE,7018
38,128583,4,72957184448,1,PRODUCE,43
36,90752,5,3700089253,1,PERSONAL CARE,5406
5,97771,6,3400000545,1,IMPULSE MERCHANDISE,135
37,71992,2,7024712774,1,MEAT - FRESH & FROZEN,6537
36,43825,5,68113104840,1,BEAUTY,3514
37,22016,1,3338320027,1,PRODUCE,3601
37,155958,2,7874200411,2,HOUSEHOLD PAPER GOODS,6206
36,86005,4,6220080995,1,PERSONAL CARE,1414
3,7178,6,60538819035,1,FINANCIAL SERVICES,1000
37,44591,5,4178900157,2,GROCERY DRY GOODS,3120
38,111250,1,88810911010,1,COMM BREAD,3705
38,7183,6,7778201357,2,PRE PACKED DELI,7303
5,103527,7,2792550122,1,COOK AND DINE,3906
3,46302,5,68113189617,1,FINANCIAL SERVICES,0
37,159896,2,1740010510,1,GROCERY DRY GOODS,3810
37,90801,5,4171623215,1,DAIRY,7953
3,95236,6,60538812237,1,FINANCIAL SERVICES,277
38,186685,7,7874201228,1,COMM BREAD,3712
37,56959,7,4077,1,PRODUCE,8303
37,156381,2,4022,1,PRODUCE,2005
38,45516,5,1980003667,3,HOUSEHOLD CHEMICALS/SUPP,1555
37,148640,7,8265750080,2,DSD GROCERY,9203
37,145211,7,7874222814,1,GROCERY DRY GOODS,2831
3,14819,7,60538819035,1,FINANCIAL SERVICES,1000
38,8132,6,7874235189,1,DAIRY,1508
3,94821,6,68113163352,1,FINANCIAL SERVICES,278
36,74586,2,71722620854,1,PERSONAL CARE,5018
38,18816,7,3320000076,1,HOUSEHOLD CHEMICALS/SUPP,745
37,43245,5,3107,1,PRODUCE,103
36,65311,1,68113104840,1,BEAUTY,3514
36,130296,4,8680043252,1,BEAUTY,2210
36,8973,6,4650071689,1,HOUSEHOLD CHEMICALS/SUPP,1555
37,142258,6,4470007664,1,PRE PACKED DELI,7150
37,11930,6,7047000128,1,DAIRY,1351
37,176529,5,2100060843,1,DAIRY,7957
37,7710,6,4087,1,PRODUCE,7803
36,165150,3,1920075352,1,HOUSEHOLD CHEMICALS/SUPP,3610
36,147639,7,64541676575,1,CELEBRATION,14
38,170098,4,88491201427,1,GROCERY DRY GOODS,3555
37,91592,5,22699600000,1,MEAT - FRESH & FROZEN,6570
5,141660,6,3224755783,1,LAWN AND GARDEN,5610
36,45297,5,7124924082,2,BEAUTY,4510
38,66268,1,2840041772,1,IMPULSE MERCHANDISE,808
37,132614,5,3800040260,1,FROZEN FOODS,2112
38,15865,7,7064000975,1,FROZEN FOODS,1855
3,162966,3,68113163351,3,FINANCIAL SERVICES,275
38,174393,5,7080004032,1,PRE PACKED DELI,7202
37,103825,7,7432308224,2,COMM BREAD,3724
38,128234,4,3120002618,1,DSD GROCERY,4641
37,182715,6,7874243295,1,DSD GROCERY,4639
37,17628,7,68113174355,1,DAIRY,9107
37,146582,7,5450019334,1,PRE PACKED DELI,7503
37,117720,2,7874204836,1,GROCERY DRY GOODS,2453
3,82126,4,60538887953,1,FINANCIAL SERVICES,285
37,166624,3,3338325059,1,PRODUCE,2006
37,175676,5,4900005468,4,DSD GROCERY,4610
38,160520,2,2840043503,1,IMPULSE MERCHANDISE,808
37,67998,1,22148000000,2,MEAT - FRESH & FROZEN,5060
5,150616,1,68113108733,1,PHARMACY OTC,1002
3,61780,7,4816801801,1,AUTOMOTIVE,2045
36,59329,7,8380000571,1,BEAUTY,4509
37,12524,6,3729791447,1,GROCERY DRY GOODS,2707
37,185496,7,4011,1,PRODUCE,5501
38,120050,3,4510006027,2,DSD GROCERY,2536
38,107159,1,3320020202,1,PERSONAL CARE,201
38,53828,6,3800000120,1,GROCERY DRY GOODS,3555
38,175489,5,1630016569,1,DAIRY,1404
5,1795,5,3700074084,1,PHARMACY OTC,2207
37,73691,2,2200000514,1,IMPULSE MERCHANDISE,135
37,148350,7,4011,1,PRODUCE,5501
37,140100,6,4067,1,PRODUCE,8002
37,148824,7,7874208830,1,HOUSEHOLD PAPER GOODS,5010
36,72720,2,1910013822,1,BEAUTY,4008
37,189221,7,2733103417,1,DAIRY,7962
37,105016,7,2840019480,1,DSD GROCERY,4408
3,43792,5,60538896309,2,FINANCIAL SERVICES,276
3,86575,4,79936675301,1,LARGE HOUSEHOLD GOODS,2
38,112735,1,8265754221,1,DSD GROCERY,9214
3,96902,6,68113107939,1,FINANCIAL SERVICES,200
37,146422,7,3500044668,1,HOUSEHOLD CHEMICALS/SUPP,110
5,134757,5,3400000750,1,IMPULSE MERCHANDISE,145
37,139936,6,81436501062,1,PRODUCE,1252
37,106229,7,88530632892,1,MENSWEAR,1103
38,28781,2,4171684602,1,DAIRY,7953
38,12030,6,7116915640,2,GROCERY DRY GOODS,6806
37,96781,6,7874243456,1,DSD GROCERY,4202
37,126714,4,4067,1,PRODUCE,8002
38,121629,3,22635100000,2,MEAT - FRESH & FROZEN,6573
38,119725,3,2700041916,1,DSD GROCERY,4660
5,10025,6,3400012413,1,GROCERY DRY GOODS,2500
36,114726,2,4900003165,1,DSD GROCERY,9205
38,74802,2,7874201785,1,GROCERY DRY GOODS,2453
36,166516,3,66764610229,1,SLEEPWEAR/FOUNDATIONS,55
36,47658,5,3700055399,1,PERSONAL CARE,8101
37,60491,7,2840043143,1,IMPULSE MERCHANDISE,808
36,12997,7,7940000954,1,PERSONAL CARE,5030
38,43593,5,1099500870,1,BAKERY,2001
36,69372,1,1111143880,1,PERSONAL CARE,4941
37,139560,6,70737504317,1,PRODUCE,6601
37,7754,6,7239231924,1,DSD GROCERY,4631
37,141586,6,88491200392,1,GROCERY DRY GOODS,3555
37,145211,7,4800120436,1,GROCERY DRY GOODS,2452
37,3928,5,2242226000,1,DSD GROCERY,7957
36,182988,6,4078,1,PRODUCE,8303
36,135993,5,3700091111,1,PERSONAL CARE,5050
37,69306,1,22149200000,1,MEAT - FRESH & FROZEN,6020
36,151192,1,4145707876,1,PERSONAL CARE,5112
37,46683,5,4178900211,2,GROCERY DRY GOODS,3105
38,91549,5,2700038249,1,GROCERY DRY GOODS,2301
36,107568,1,7874201854,1,HOUSEHOLD CHEMICALS/SUPP,1015
38,172703,5,6414404360,1,GROCERY DRY GOODS,3005
37,56695,7,3338353610,1,PRODUCE,4120
38,66840,1,8768400107,1,DSD GROCERY,4624
37,84392,4,22616700000,1,MEAT - FRESH & FROZEN,3742
36,70935,2,4011,1,PRODUCE,5501
37,139171,6,3338360002,1,PRODUCE,4005
37,65235,1,2840016208,1,IMPULSE MERCHANDISE,808
36,182078,6,980080005,1,IMPULSE MERCHANDISE,611
38,18207,7,60538800144,1,DAIRY,9105
5,140104,6,7940018158,1,PERSONAL CARE,5510
38,53441,6,4150077987,1,GROCERY DRY GOODS,2351
36,86515,4,3500076583,1,PERSONAL CARE,9108
36,15687,7,60308435074,1,PERSONAL CARE,9104
36,187032,7,6.96E+11,1,OFFICE SUPPLIES,4521
38,131835,5,2529300136,1,DAIRY,1511
36,145071,7,1910010993,1,BEAUTY,4010
38,176425,5,7874205930,2,FROZEN FOODS,1752
5,53427,6,68113105091,1,PERSONAL CARE,3167
38,106248,7,3506193816,1,HARDWARE,2315
5,155118,1,18211231394,1,PHARMACY OTC,518
38,144733,7,9955500992,1,GROCERY DRY GOODS,3309
5,52348,6,8019630020,1,PHARMACY OTC,3523
38,161497,3,2700038823,1,GROCERY DRY GOODS,2405
38,127328,4,60538871457,1,DAIRY,9100
37,17252,7,22009000000,1,MEAT - FRESH & FROZEN,6038
37,102172,7,4460031178,1,LAWN AND GARDEN,31
38,183325,6,3320000071,1,HOUSEHOLD CHEMICALS/SUPP,745
37,74788,2,4133102309,2,GROCERY DRY GOODS,2708
37,11646,6,3338311010,1,PRODUCE,108
37,8755,6,4011,1,PRODUCE,5501
36,111858,1,3429904588,1,BATH AND SHOWER,4902
37,113290,2,5020000880,1,DAIRY,1407
38,34179,3,60538862097,1,FINANCIAL SERVICES,0
37,40624,4,3338365020,1,PRODUCE,7501
38,19676,7,7874235187,1,DAIRY,1508
38,180696,6,7874223061,2,GROCERY DRY GOODS,3951
37,175432,5,3338366604,2,PRODUCE,7701
3,187955,7,79936675301,1,LARGE HOUSEHOLD GOODS,2
36,99311,6,1700013231,1,PERSONAL CARE,3155
37,141065,6,4046,1,PRODUCE,5620
38,160710,2,3450015136,1,DAIRY,1201
5,131363,5,31254720430,1,PHARMACY OTC,1356
37,129054,4,7225003706,2,COMM BREAD,3702
38,16694,7,7874207669,1,DAIRY,7960
38,7468,6,6700885960,1,CELEBRATION,105
37,182268,6,2265572274,1,MEAT - FRESH & FROZEN,6158
38,156498,2,7047019659,2,DAIRY,1351
37,147247,7,3338365020,1,PRODUCE,7501
37,43656,5,2956810081,1,DSD GROCERY,3706
37,48799,5,4460031194,1,LAWN AND GARDEN,31
37,170494,4,7297900418,1,DSD GROCERY,3004
38,140151,6,64420900081,1,GROCERY DRY GOODS,4351
37,13802,7,4610000224,1,DAIRY,7960
38,129794,4,1099500870,1,BAKERY,2001
36,59695,7,85920600400,1,BEAUTY,4603
3,135608,5,68113152930,1,FINANCIAL SERVICES,1000
37,146422,7,4011,1,PRODUCE,5501
37,78596,3,5000032842,2,DAIRY,1513
36,124554,3,68113103916,1,BEAUTY,4010
38,24964,1,60538862097,1,FINANCIAL SERVICES,0
38,126455,4,7874211815,1,DAIRY,9140
37,41468,4,7225003712,1,COMM BREAD,3710
37,4247,5,5020000880,1,DAIRY,1407
36,177329,5,1559401018,1,PHARMACY OTC,4006
37,113290,2,4082,1,PRODUCE,4020
5,81958,4,5113119825,3,PHARMACY OTC,3034
36,141183,6,7874209546,1,PHARMACY OTC,2016
36,28039,2,7050105650,1,BEAUTY,4501
37,102781,7,7874243108,1,GROCERY DRY GOODS,2940
38,69885,2,7442602000,1,COMM BREAD,3729
36,158473,2,3700081683,1,PHARMACY OTC,254
5,172572,5,7341013865,1,COMM BREAD,3701
37,107132,1,7224013381,1,PRODUCE,3108
36,181286,6,60308423063,1,PERSONAL CARE,5038
36,15142,7,7418226245,1,PERSONAL CARE,3185
38,167251,4,1111587132,1,DAIRY,1251
37,41914,4,6414403031,1,GROCERY DRY GOODS,4406
37,78535,3,7737911770,1,BEAUTY,2230
38,63597,1,7790049184,1,FROZEN FOODS,1204
36,162047,3,1450001481,1,FROZEN FOODS,3003
37,67591,1,4011,1,PRODUCE,5501
37,156403,2,7432300583,1,COMM BREAD,3724
3,74222,2,68113163353,1,FINANCIAL SERVICES,277
38,21855,1,2840008313,1,DSD GROCERY,7008
37,134524,5,60538871459,1,DAIRY,9128
5,1364,5,7049121322,1,DSD GROCERY,4614
36,149758,7,31015808560,1,PERSONAL CARE,205
38,104651,7,2100061984,1,DAIRY,7956
38,64852,1,7047044518,1,DAIRY,1345
37,164172,3,22093000000,1,MEAT - FRESH & FROZEN,4136
37,99598,6,4.90E+11,1,FABRICS AND CRAFTS,7007
38,159743,2,4050,1,PRODUCE,6501
38,111098,1,22763000000,1,MEAT - FRESH & FROZEN,1039
37,41914,4,60538862097,1,FINANCIAL SERVICES,0
37,106319,7,4040,1,PRODUCE,2600
38,188325,7,68113178095,1,DSD GROCERY,3301
38,189213,7,7430000300,1,INFANT CONSUMABLE HARDLINES,2116
37,54463,6,4046,1,PRODUCE,5620
37,151276,1,60538862097,1,FINANCIAL SERVICES,0
36,36620,3,7940035178,1,PERSONAL CARE,27
38,156319,2,1600043054,1,GROCERY DRY GOODS,4062
36,118060,2,22500800000,1,SERVICE DELI,8027
37,75177,2,4400003442,1,DSD GROCERY,3717
5,135279,5,60538815879,1,SHOES,1914
38,99341,6,7218063473,1,FROZEN FOODS,9116
37,4999,5,7518500100,1,COMM BREAD,3704
37,60923,7,7225003706,1,COMM BREAD,3702
37,144875,7,9404655030,-1,COOK AND DINE,3790
38,9140,6,7874208692,1,PRE PACKED DELI,7202
36,63,5,1750020942,1,HOUSEHOLD CHEMICALS/SUPP,1210
38,139116,6,1254600553,1,"CANDY, TOBACCO, COOKIES",221
36,173929,5,7214001786,1,BEAUTY,4010
37,158918,2,3338311002,1,PRODUCE,109
37,175871,5,2840020059,1,DSD GROCERY,9251
5,165199,3,68113131178,1,PHARMACY RX,5615
37,61505,7,8520000098,1,"LIQUOR,WINE,BEER",2302
36,686,5,1200500571,1,HOUSEHOLD CHEMICALS/SUPP,585
36,95559,6,3700091653,1,PERSONAL CARE,3122
38,42817,4,7225001854,1,COMM BREAD,3725
38,46646,5,3090000881,1,DAIRY,7953
38,175806,5,4610041103,1,DAIRY,7955
38,189881,7,1800028794,1,DAIRY,1304
38,46773,5,8307811313,1,IMPULSE MERCHANDISE,338
37,11703,6,20223800000,1,MEAT - FRESH & FROZEN,6578
37,190714,7,64767150236,1,PRODUCE,7148
38,97434,6,7666616523,1,TOYS,5330
36,53187,6,4000042431,1,IMPULSE MERCHANDISE,100
37,46500,5,4827,1,PRODUCE,4160
36,70989,2,68113186480,2,PHARMACY OTC,256
37,145039,7,7047000653,2,DAIRY,1359
37,47011,5,7874211844,1,GROCERY DRY GOODS,3920
36,160069,2,68113168759,1,PHARMACY OTC,3533
38,132429,5,4850001904,1,DAIRY,1346
36,124170,3,8087817684,1,PERSONAL CARE,5040
38,88328,5,7313203101,1,COMM BREAD,3740
36,190868,7,4391779903,1,PERSONAL CARE,4502
36,179009,6,7965604493,1,BEAUTY,6004
38,14134,7,4135,1,PRODUCE,1214
38,50252,6,1410004465,1,DSD GROCERY,2555
37,148026,7,7007455958,1,INFANT CONSUMABLE HARDLINES,721
37,101814,7,76101040154,1,PRODUCE,5610
3,54032,6,60538862097,1,FINANCIAL SERVICES,0
5,136398,5,4740012602,1,PERSONAL CARE,1403
37,144619,7,4087,1,PRODUCE,7803
5,41167,4,68113177677,1,PHARMACY OTC,2016
38,45283,5,7874210035,1,BAKERY,8046
38,37541,4,7874205102,1,FROZEN FOODS,9151
37,44591,5,5100012938,1,GROCERY DRY GOODS,3130
38,19208,7,6827473529,1,DSD GROCERY,2351
37,76781,3,5480023335,1,GROCERY DRY GOODS,3815
5,72447,2,1200000131,1,DSD GROCERY,9547
37,99019,6,2432142427,1,GROCERY DRY GOODS,2831
3,18462,7,60538896309,1,FINANCIAL SERVICES,276
37,7754,6,7239235243,1,DSD GROCERY,4631
37,63536,1,4087,1,PRODUCE,7803
37,154586,1,85119900102,1,HARDWARE,1609
36,148192,7,7830006921,1,PHARMACY OTC,2730
37,143937,7,4127102568,1,DAIRY,1513
5,123060,3,30766073966,1,PHARMACY OTC,2102
3,28024,2,60538896309,2,FINANCIAL SERVICES,276
38,69623,2,2550020083,1,GROCERY DRY GOODS,3304
38,166503,3,9733900004,1,GROCERY DRY GOODS,2995
38,44806,5,7874222684,2,DSD GROCERY,1108
36,95915,6,2200000891,1,IMPULSE MERCHANDISE,135
38,38476,4,2100000668,1,DAIRY,1352
36,107724,1,8596880120,1,GROCERY DRY GOODS,3813
36,48972,5,3700089030,1,PHARMACY OTC,254
3,54877,6,68113163352,1,FINANCIAL SERVICES,278
36,116180,2,68113177923,4,PHARMACY OTC,4007
37,44800,5,4093,1,PRODUCE,4008
5,155006,1,1111104090,1,PERSONAL CARE,3181
36,62775,7,84004018086,2,PERSONAL CARE,402
37,91722,5,20249400000,1,MEAT - FRESH & FROZEN,6023
38,191322,7,3400000054,1,IMPULSE MERCHANDISE,100
5,171458,4,6233800230,1,HOUSEHOLD CHEMICALS/SUPP,1520
37,13986,7,71106953101,1,PRODUCE,4613
38,31354,2,30043013410,1,PHARMACY OTC,2113
3,64164,1,60538812237,1,FINANCIAL SERVICES,277
37,34272,3,7562059664,1,MEAT - FRESH & FROZEN,6005
38,99808,7,2700069061,1,GROCERY DRY GOODS,4408
3,114647,2,60538896309,2,FINANCIAL SERVICES,276
5,32873,3,89103800100,1,PHARMACY OTC,3526
36,67199,1,30045017005,1,PHARMACY OTC,1353
3,181392,6,68113176761,1,FINANCIAL SERVICES,283
5,77162,3,89844000124,1,PHARMACY OTC,903
37,59296,7,3421,1,PRODUCE,6425
37,137491,6,82513102368,1,TOYS,5330
38,170018,4,7874202905,1,FROZEN FOODS,9115
5,35757,3,36570210110,1,PHARMACY OTC,5609
37,137465,6,4300004652,1,GROCERY DRY GOODS,3303
36,167676,4,1200014143,1,DSD GROCERY,9501
38,87062,5,71458100088,1,PRODUCE,7816
37,41795,4,4051,1,PRODUCE,5701
37,169019,4,7874208304,1,DSD GROCERY,4501
5,130378,4,1254667694,1,IMPULSE MERCHANDISE,135
37,148261,7,7874243194,1,DSD GROCERY,4639
37,78900,3,4011,1,PRODUCE,5501
38,67031,1,4400003211,1,IMPULSE MERCHANDISE,804
37,185701,7,3338366602,2,PRODUCE,7700
37,60760,7,4051,1,PRODUCE,5701
37,96272,6,7874235201,1,DAIRY,1515
38,171339,4,7432300229,1,COMM BREAD,3724
38,35280,3,3120020007,1,DSD GROCERY,4639
36,68946,1,7515111375,1,LAWN AND GARDEN,233
36,59805,7,2791702271,1,PHARMACY OTC,601
37,49005,5,3400000522,-2,IMPULSE MERCHANDISE,115
38,17656,7,4180020013,1,DSD GROCERY,4640
36,151192,1,1370044975,1,HOUSEHOLD PAPER GOODS,5010
36,36447,3,30997542009,1,BEAUTY,3507
37,38866,4,68896200806,1,PRODUCE,7911
5,159940,2,7339001393,1,IMPULSE MERCHANDISE,135
38,191225,7,4850001833,2,DAIRY,1404
37,100528,7,3338360101,1,PRODUCE,4034
37,190842,7,3338320060,1,PRODUCE,3606
37,4841,5,3384400067,1,GROCERY DRY GOODS,4293
37,159911,2,2900000822,1,DAIRY,1251
38,145560,7,4190007661,1,DAIRY,1514
38,176872,5,4850000629,1,DAIRY,1346
5,182849,6,75322200110,2,FROZEN FOODS,9100
5,124270,3,89096888088,1,CELEBRATION,107
36,85400,4,4319420032,1,PERSONAL CARE,5108
5,42752,4,5084437502,1,PHARMACY OTC,2400
38,170243,4,7874235186,2,DAIRY,1508
38,157922,2,3800033364,1,FROZEN FOODS,2112
36,3273,5,2400004106,1,GROCERY DRY GOODS,2405
36,97834,6,1134201086,1,BEDDING,3200
38,136291,5,64420941150,1,GROCERY DRY GOODS,4062
38,122906,3,7874235187,1,DAIRY,1508
5,32557,3,7774529118,1,PRODUCE,7045
36,176713,5,3800012290,1,DSD GROCERY,3353
38,163728,3,3700086514,1,HOUSEHOLD PAPER GOODS,3080
38,62389,7,3800039138,1,GROCERY DRY GOODS,3600
38,67700,1,5150025362,1,GROCERY DRY GOODS,4402
36,42161,4,73147784003,1,PERSONAL CARE,3156
36,75084,2,3500074210,2,PERSONAL CARE,202
37,129144,4,4065,1,PRODUCE,8101
36,15460,7,87121700811,1,PERSONAL CARE,8101
36,15460,7,4282560161,1,MENSWEAR,8225
38,129965,4,4300004868,1,GROCERY DRY GOODS,4304
38,75329,2,3800039113,1,GROCERY DRY GOODS,3600
37,15389,7,79268440811,1,HOME DECOR,906
36,24709,1,4391779564,1,PERSONAL CARE,4502
36,114443,2,68113109945,1,HOUSEHOLD CHEMICALS/SUPP,8599
38,50145,6,2800011567,1,GROCERY DRY GOODS,2997
37,49730,6,4155451359,1,BEAUTY,2255
38,147445,7,7494109822,1,MEAT - FRESH & FROZEN,6200
38,182451,6,2570071147,1,HOUSEHOLD PAPER GOODS,6030
37,127371,4,3338365162,1,PRODUCE,7080
5,7022,6,30005475671,1,PHARMACY OTC,602
38,56834,7,4300006571,1,DSD GROCERY,4624
5,20400,1,68333321568,1,PERSONAL CARE,9111
37,16475,7,34601701110,1,PHARMACY OTC,602
